0	推进食品药品、卫生计生事业健康发展。完善食品药品检验检测基础设施。推进“自治区食品安全城市试点市”创建工作。加快推进市妇幼保健院、市全科医生培训基地及一批乡镇卫生院、村卫生室、乡镇医院周转房等卫生计生项目建设。突出抓好疾病预防控制，完善突发公共卫生事件应急体系。加快推进市县乡三级人口健康信息平台建设，逐步实现医疗服务、医疗保障与公共卫生服务信息共享。建立健全新农合统筹工作机制，推进市级新农合数据中心和信息平台建设。实施全面两孩政策。
1	加快建设健康莱城。深化公立医院综合改革，推进家庭医生签约服务，加快医联体建设，健全分级诊疗体系。积极申办第四届“万步有约”职业人群健走激励大赛主办城市，争创全国慢病防控示范区。抓好健身项目建设，新建笼式足球场1片、健身示范提升工程3个，更新农村健身广场33个。推进健康城市健康村镇建设，提高群众健康水平。认真落实全面两孩政策，提升生育服务管理水平。改善特殊人群康复条件，建设残疾人康复站7处。深入推进“食安莱城”建设，严格食品药品监管，守护好人民群众“舌尖上的安全”。
2	20.医疗卫生机构 “五个全面建成”：全面建成乡镇卫生院（含政府办社区卫生服务中心）远程医疗网络体系、全面建成乡镇卫生院（含政府办社区卫生服务中心）规范化数字预防接种门诊、全面建成县级以上公立医院统一预约挂号平台、全面建成医药监管平台、全面建成省市县人口健康信息基础平台。
3	大力发展卫生事业。加强公共卫生体系建设，构建城乡医疗保障网络。全面推行新型农村合作医疗制度，完善农村医疗服务网络，加强城市社区医疗服务体系建设，提高基层医疗服务能力。加强妇幼保健卫生服务体系建设。着力提高基层医务人员的专业技能，增强职业道德。做好艾滋病、结核病、狂犬病等重大疾病防控工作，加强对药品、医疗服务的价格监管和安全监督。抓好红十字会工作。
4	加快发展公共卫生、人口和计划生育事业。建立健全公共卫生体系，全面提高公共卫生事件应急与预防控制能力。实施“农民健康工程”。认真抓好职业卫生安全，严格控制各类重大传染病的发生和蔓延，各项卫生、健康指标达到全省中上水平。建成市紧急救援中心、传染病医院和心理康复中心。加强人口和计划生育工作，保持低生育水平，人口自然增长率降到５．４５‰以下。着力提高人口质量，出生人口性别比降到合理范围。高度重视人口老龄化与经济社会的协调发展，支持老干部和关心下一代工作。
5	全面启动“健康南昌”建设。改善健康设施，加强街道（乡镇）、社区（村）体育场地建设和管理，优化提升公共健身体育场所和器材，构筑15分钟体育健身圈。提升健康服务，抓好疾病预防控制，加强卫生监督执法，提高全民健康素养，提升突发公共卫生事件应急处置能力；强化中医、妇幼保健等特色医院和社区卫生服务机构建设；推进市中西医结合医院、洪都中医院异地兴建、市第三医院朝阳院区、市中心医院、市第一医院东院等项目建设；逐步构建 “以居家养老为基础、社区服务为依托、机构养老为补充”的覆盖城乡的基本养老服务体系。培养健康人群，以“人人具备基本卫生知识、人人具有基本健康理念、人人具有健康生活方式”为重点，普及健康知识，开展健康活动，关注健康心理。优化健康环境，以创建“健康社区”为抓手，巩固南昌低碳发展理念，确保主要环境指标达到健康城市要求。
6	"巩固创建中国优秀旅游城市、省级卫生城市成果，继续开展创建全国双拥模范城市和省级园林城市活动。坚持高标准规划。开展《鹰潭市主城区2006年至2010年近期建设规划》和《夏埠区控制性详细规划》编制工作。坚持高质量建设。启动雄鹰大道、龙虎山大道延伸段等一批城市道路建设工程。继续做好320、206国道配套改造项目建设。加快胜利文化休闲广场、东湖公园二期、沿江景观、管道燃气工程建设。完成污水处理一期、江南水厂扩建、鹰潭公园改造工程。支持配合景鹰高速公路(鹰潭段)建设，加快景鹰高速公路鹰潭连接线、贵溪入闽公路、应天山至大脚岭旅游道路工程、市县至乡国债公路等一批基础工程建设。加快市体育馆、市人民医院门诊医技大楼建设。继续深入开展""告别陋习，树立新风""活动，促进城市""软件""与""硬件""协调发展，努力把我市建设成为文明、整洁、安全、有序的新兴旅游城市。"
7	公共卫生工程。加强乡村医生培训。为5个标准化城市社区卫生服务中心配备基本的医疗设施设备。完成中心医院门诊医技住院大楼主体工程，建成中医医院综合楼。完成7个县级医院、99个乡镇卫生院、55个村卫生室的国债项目建设。全面实施农村免费住院分娩项目，创建省级计划生育优质服务县2个，市级计划生育优质服务县3个。新型农村合作医疗参合率稳定在90%以上，让看病就医不再困扰老百姓。
8	抓好医疗卫生等工作。不断完善惠民医疗制度，切实提高城乡医疗服务水平。新型农村合作医疗常住农业人口参合率和基金使用率分别达到100%和95%。继续加强社区卫生服务机构建设与管理。全面落实农村计划生育奖励扶助政策，人口出生率和自然增长率分别控制在8.99‰和3.85‰以内。认真开展第二次全国经济普查。进一步做好档案、人防、地震等工作，积极发挥电业、通讯、烟草等中省直单位作用。
9	抓好体育、卫生、广播电视、新闻出版等事业的发展。开展全民健身运动，加强体育后备人才建设，发展惠州优势体育项目，不断提升竞技体育水平。抓好市体育馆等体育设施建设和经营管理，承办高水平体育赛事，加快体育产业发展。深化医药卫生体制改革，强化公共卫生服务，整顿规范公共卫生秩序和医疗服务市场，加强医疗和药品监督，大力发展社区医疗卫生服务，创新和完善农村合作医疗体系，不断提高城乡医疗服务质量和公共卫生水平。加强非典型肺炎等疫情预警和防治工作，建立突发公共卫生事件应急处理机制。进一步扩大广播电视覆盖范围，丰富广播电视节目。重视发挥新闻舆论的监督作用。继续实施人口与计划生育目标责任制，进一步稳定低生育水平，提高出生人口素质。切实维护妇女和未成年人、老年人、残疾人的合法权益，为他们创造公平参与社会生活的条件。进一步做好民族、宗教、侨务、对台、统计、档案、史志、气象、减灾、老龄事业、残疾人事业、人防和民兵与预备役工作，加强国防教育，搞好“双拥”工作，增进军政、军民团结。
10	加快卫生、人口计生和体育等事业发展。启动“国家卫生城市”创建工作。按照国家统一部署，推进医疗卫生体制改革。加大农村和社区医疗卫生基础设施建设力度，促进基本公共卫生服务均等化，建设41个乡镇卫生院，扩建六县11家县级医院；建成120个甲级村卫生所，实现全市所有行政村都有甲级卫生所的目标。加强艾滋病、结核病等重大疾病防控。继续推进新农合工作，确保全市参合率达到90%。加强人口与计生基层基础工作，完善稳定低生育水平工作机制，开展争创全国、全区计划生育优质服务县区活动。全面发展体育事业，完善公共体育设施；充分利用“百里柳江”水上资源，积极策划、大力发展水上运动项目。
11	7.着力提高医疗服务水平。优化城乡卫生资源配置，加强公共卫生体系建设，促进基本公共卫生服务均等化，实施中医药特色优势示范窗口建设，推进中医药事业科学发展。提高联防联控重大传染性疾病能力，加强爱国卫生运动，提高应对突发公共卫生事件处置能力。
12	加快发展医疗卫生事业。坚持把提高人民健康素质作为改善民生的重要目标，完善以免费医疗为基础的农牧区医疗制度，进一步加强城镇社区医疗服务，深化医药卫生体制改革，加快完善覆盖城乡居民的医疗保障体系。搞好70个县卫生服务中心、妇幼计生业务用房和配套设施建设，新建4个县疾控中心、93个乡镇的卫生院业务用房，抓好自治区藏医院改扩建工程，开工建设自治区第三人民医院。安排资金1.53亿元，做好鼠疫、结核、肝炎和大骨节病、碘缺乏病等传染病、地方病的监测、防治和研究工作，努力降低传染病发病率和死亡率。加大计划免疫力度，进一步扩大计划免疫范围。加强医疗卫生人才队伍建设，解决基层医疗卫生人员缺乏问题，改善长期在基层工作的医疗卫生人员待遇。积极扶持藏医药发展，注重基础研究，促进藏医药继承和创新。加强医德医风建设，努力构建和谐的医患关系。做好妇幼保健和优生优育服务，将农牧区优生优育补助标准由年人均6元提高到12元，最大限度地降低孕产妇、婴幼儿死亡率和出生缺陷率。切实做好流动人口的计划生育服务与管理工作。
13	提高全民健康水平。加强医疗卫生服务体系建设，配套完善市级和县级医院、乡镇卫生院、社区卫生服务中心、村卫生所，促进公共卫生服务均等化。全面推广落实惠来县深化医药卫生体制改革试点经验，加快实施国家基本药物制度，扎实推进公立医院改革，加强镇、村医疗人员业务培训，切实解决群众反映强烈的“看病难、看病贵”问题。推进城乡医疗保障一体化，狠抓医保扩面征缴，增强医保基金筹资能力和抗风险能力。广泛开展全民健身运动，增强城乡居民身体素质。
