0	依托各县市商务中心区、特色商业区规划建设，着力构建各具特色的现代服务业体系，增强服务业在县域经济中的支撑能力。规范房地产市场秩序，提升建筑品质，满足群众住房需求。抓住我市被国家商务部确定为“农产品流通和农村市场体系建设试点市”的发展机遇，推进以黄淮农产品物流市场、万果园农产品深加工园、扶沟万里蔬菜交易物流园为骨干的农产品流通体系建设，逐步把我市建成全国重要的农产品物流基地和交易中心。
1	认真落实科学的发展观，就必须按照“五个统筹”的要求，紧紧抓住发展这个第一要务，坚持以经济建设为中心，优化经济结构，转变增长方式，实现速度、质量和效益同步提升；把解决“三农”问题作为政府工作的重中之重，积极解决二元结构问题，充分发挥城市对农村、工业对农业的带动作用，推进城乡一体化进程；加强社会事业，搞好社会保障，维护社会稳定，促进社会和谐；充分发挥县区的能动作用以及区位、产业和资源优势，开展差异化竞争，走特色化发展的道路，推动县区更快更好地发展；遵循经济、社会和自然规律，合理控制人口增长，加强生态环境建设，依法保护自然资源，实现人与自然的和谐发展。
2	当然，我们也要看到，“9•11”事件后，美国作为全球最安全投资场所的观念受到挑战，国际资本有可能加快流入更加安全的地区，这将可能为国内经济注入新的活力。入世是我国改革开放和现代化建设的历史必然，为全方位、多层次、宽领域对外开放提供了重要契机，也为我们加快推进市场取向的改革增加了外力。建省14年来，我省在改革开放和经济结构调整方面做了大量的基础性工作，为抓住机遇加快发展创造了条件，特别是经过几年来的调整，“泡沫经济”的影响在逐步消减，产业基础逐步夯实。我省畜禽产品、冬季瓜菜、热带水果在国内市场依然保持较强的竞争优势，水产业的国内外市场前景继续看好；农产品加工、油汽化工、医药、电力等仍将是拉动工业经济增长的主要方面；旅游业经济效益继续好转。今年我省固定资产投资将继续增长，一批在建重点骨干项目将陆续建成投产，一批新上项目先后开工建设。随着国家扩大内需政策的落实，居民收入将稳步增长，消费结构继续改善，住房、汽车、通信、旅游和教育等方面的消费进一步升温。出口将保持平稳增长，其中水产品、藤木制品、畜产品等还有较大的增长潜力。这些都是做好我省今年各项工作的有利条件。总的来看，机遇与挑战并存，机遇大于挑战。
3	2005年是贯彻落实科学发展观，巩固宏观调控成果，保持经济社会良好发展态势的关键一年，也是全面实现“十五”计划，衔接“十一五”发展，实现萍乡在江西率先崛起目标的重要一年。今年所面临的最大挑战就是能否继续保持发展的好势头。为此，我们要紧紧抓住当前的战略机遇期，克服困难、迎接挑战，充分认识和把握好发展的有利条件和环境。第一，从全球、全国的大范围看，全球主要经济体还将继续保持较好增长态势，这对我们进一步扩大外商直接投资、促进对外贸易、加快经济发展十分有利。为适应世界范围经济结构调整的要求，沿海发达地区一些制造业和加工业出现转移趋势，为我们接受经济辐射，承接产业转移带来好机遇。第二，从我们自身基础看，近几年固定资产投资高增幅的累积效应必将形成较大的发展能量和效益，如昌金高速公路等一批交通、电力、水利、市政重大项目的实施，极大地改善了我市经济发展的硬环境；安钢等重大工业项目的建成和陆续投产，将成为加快发展的有生力量。第三，在过去的一年中，我们坚持以科学发展观为指导，开展了“树立新目标，攀登新高峰，争当全省经济社会发展排头兵”活动，已经成为全市上下的广泛共识和自觉行动，团结奋进、求真务实的精神状态更加高昂，全面发展，协调发展的势头持续上升。今年，在全省又将开展“建设和谐平安江西，共创富民兴赣大业”的主题教育活动，这为我们进一步增强加快萍乡发展的责任感和紧迫感，抓住机遇，扬长避短，坚定信心，乘势而上，促进全市经济社会在新的起点上更快更好地发展提供强大的精神动力。
4	在经济发展中提高城乡居民收入水平，切实增强居民消费能力。 要全面落实国家对城乡居民的各种税费减免政策，努力扩大就业，提高城乡居民的收入水平，探索党政机关以薪养廉分配方式的改革，逐步提高国家公务员的工资水平，增强城乡居民的消费能力。要把促进消费作为扩大内需的关键环节，着力改善消费结构。充分利用省会城市消费市场的优势，制定鼓励消费政策，引进投资，引进消费，扩大消费总量。围绕汽车、住房等消费热点，提高供给能力和服务质量。搞好节庆消费，加快消费结构升级。推动住房、汽车、通信、旅游、教育、休闲、体育、保健等消费继续走旺。
5	促进县域经济发展。加强分类指导，突出县域特色，强化产业支撑，努力建设一批经济强县。发挥资源和区位优势，着力发展县域特色经济。大力发展高产优质高效农业和以农副产品为原料的加工业，推进农业产业化；建立健全公共服务体系和商品流通网络，围绕一、二次产业发展，配套推进科技、信息、购销、储运等服务业发展，促进县域一二三次产业互动。引导人口、产业向县城和中心镇集中，促进城乡相融，形成县域发展新格局。
6	——三大经济板块支撑能力持续增强。渤海新区地区生产总值力争达到1500亿元，全部财政收入260亿元，占全市的25%和30%以上；县域经济地区生产总值达到3000亿元，全部财政收入300亿元，占全市的55%和40%以上；中心城区地区生产总值达到1000亿元，全部财政收入200亿元，占全市的20%和25%以上。
7	增强企业创新能力。利用市场约束的倒逼机制和经济调整的洗牌效应，大力发展高新技术产业，着力增强企业创新能力，积极扶持创业辅导、风险投资、技术开发等各类服务机构建设。大力促进产学研合作和科技成果转化，重点推进30个技术创新项目加快实施。落实科技创新政策，加大专利创造和实施力度。加快科技创业中心平台建设，努力提升入孵企业科技含量和规模。继续实施名牌战略，提升企业质量管理和标准化管理水平。
8	加快长江经济带建设。更好发挥政府规划和政策的引导作用，完善推动湖北长江经济带发展的政策措施，高起点高水平建设综合交通运输体系，扎实推进武汉长江中游航运中心、三峡翻坝综合运输体系、洞庭湖生态经济区等重大工程，提升长江黄金水道功能。依托沿江国家级开发区、高新技术园区、承接产业园区、汉孝临空经济区，打造具有全球影响力和竞争力的沿江工业走廊、现代服务业集聚区、现代农业示范区和新型工业化示范区，打造长江中游全产业链高地。加强规划引领，深入推进汉江生态经济带与长江经济带协同发展，促进产业配套衔接和资源整合利用，推进汉江沿江主要港口与长江港口对接，加强汉江流域沿线城市的经济协作。大力推进江汉运河生态旅游城镇带建设，打造“两江对接、两带共赢”发展格局。争取国家尽快批复长江中游城市群建设规划，健全多省会商协调机制，推进长江中游城市群全方位深度合作。
9	“十五”时期我市经济社会发展的奋斗目标是：综合经济实力增强，经济结构进一步优化，经济增长质量和效益明显提高；整体改革有新的突破，体制创新能力增强；国民经济和社会信息化步伐加快，工业化和城市化水平有较大提高；投资环境不断改善，外向型经济上新水平；人口、资源和环境实现可持续发展；努力创建国家卫生城市和国家优秀旅游城市；精神文明建设和科技、教育等各项社会事业与经济同步发展，民主法制建设进一步推进；城乡人民生活水平和质量明显提高，达到宽裕的小康水平。
